Date,Portfolio_CumReturn,SP500_CumReturn,NASDAQ_CumReturn,Vol_Daily,Vol_Weekly,Vol_Monthly,Drawdown_Current,Drawdown_Max,Return_Port_Daily,Return_Port_Weekly,Return_Port_Monthly,Return_SP_Weekly,Return_SP_Monthly,Return_NASDAQ_Weekly,Return_NASDAQ_Monthly,Sharpe_Monthly_Rolling
2022-08-14,51.0,89.23,82.41,,25.35,44.0,-48.76,-59.93,-0.43,4.99,7.56,3.82,8.04,4.43,10.25,2.198
2022-08-15,50.62,89.59,82.92,,16.03,38.73,-49.15,-59.93,-0.75,0.79,12.99,2.06,8.33,2.13,11.42,3.975
2022-08-16,50.08,89.76,82.76,,18.27,38.95,-49.68,-59.93,-1.05,-0.31,12.45,2.33,9.8,2.52,13.32,3.805
2022-08-17,48.94,89.11,81.72,,14.15,29.56,-50.84,-59.93,-2.29,-4.37,1.77,-0.14,6.22,-0.84,7.53,0.851
2022-08-18,48.68,89.31,81.89,,11.99,26.01,-51.1,-59.93,-0.53,-4.96,-2.65,0.08,5.19,-0.63,6.6,-1.114
2022-08-19,43.78,88.16,80.25,,64.14,43.17,-56.02,-59.93,-10.06,-14.15,-12.3,-1.21,2.38,-2.62,2.54,-3.422
2022-08-20,44.39,88.16,80.25,,70.21,43.71,-55.41,-59.93,1.38,-12.31,-10.53,-1.6,2.38,-3.22,2.54,-2.829
2022-08-21,45.16,88.16,80.25,,76.39,44.25,-54.63,-59.93,1.74,-9.84,-7.73,-1.78,2.38,-3.03,2.54,-1.957
2022-08-22,44.87,86.27,78.2,,76.83,44.25,-54.92,-59.93,-0.63,-8.3,-8.22,-3.18,0.47,-4.3,0.1,-2.101
2022-08-23,45.14,86.08,78.2,,78.25,44.19,-54.64,-59.93,0.6,-7.26,-6.31,-3.62,0.92,-4.5,0.26,-1.548
2022-08-24,44.87,86.33,78.52,,17.47,44.19,-54.93,-59.93,-0.62,2.48,-6.35,-2.07,-0.35,-2.15,-1.87,-1.56
2022-08-25,45.3,87.54,79.83,,16.35,44.32,-54.49,-59.93,0.96,2.05,-4.55,-0.69,1.14,-0.52,-0.64,-1.04
2022-08-26,42.49,84.6,76.69,,46.05,47.45,-57.32,-59.93,-6.21,-5.92,-13.01,-4.04,-2.11,-4.44,-4.08,-3.277
2022-08-27,42.03,84.6,76.69,,45.83,47.39,-57.78,-59.93,-1.08,-6.34,-12.72,-1.94,-2.11,-1.94,-4.08,-3.197
2022-08-28,41.14,84.6,76.69,,42.8,47.33,-58.67,-59.93,-2.12,-8.88,-15.36,-1.72,-2.11,-1.94,-4.08,-3.976
2022-08-29,42.57,84.03,75.9,,57.36,48.08,-57.24,-59.93,3.47,-5.13,-14.75,-2.66,-2.64,-3.33,-4.96,-3.73
2022-08-30,41.51,83.1,75.05,,55.12,47.96,-58.29,-59.93,-2.47,-8.35,-14.54,-5.07,-3.31,-5.98,-4.89,-3.679
2022-08-31,42.04,82.45,74.63,,39.9,46.22,-57.76,-59.93,1.28,-1.04,-16.28,-2.53,-6.06,-2.68,-8.08,-4.363
2022-09-01,42.21,82.7,74.43,,39.18,46.32,-57.6,-59.93,0.39,0.43,-15.99,-2.24,-5.71,-2.94,-7.78,-4.265
2022-09-02,41.88,81.81,73.46,,35.35,45.31,-57.93,-59.93,-0.78,1.8,-18.17,-3.29,-8.31,-4.21,-10.86,-5.059
2022-09-03,41.59,81.81,73.46,,22.35,45.18,-58.22,-59.93,-0.69,-2.3,-18.8,-2.64,-8.31,-3.22,-10.86,-5.28
2022-09-04,41.91,81.81,73.46,,14.39,45.54,-57.89,-59.93,0.78,0.96,-17.82,-1.55,-8.31,-2.12,-10.86,-4.919
2022-09-05,41.55,81.81,73.46,,12.11,45.54,-58.26,-59.93,-0.87,-1.18,-17.92,-0.78,-8.68,-1.57,-11.4,-4.952
2022-09-06,39.5,81.48,72.92,,33.91,47.63,-60.31,-60.31,-4.92,-6.41,-21.13,-1.48,-9.22,-2.04,-11.89,-5.709
2022-09-07,40.45,82.97,74.48,,43.22,48.89,-59.36,-60.31,2.4,-3.4,-17.34,1.42,-6.88,1.38,-8.86,-4.41
2022-09-08,40.53,83.52,74.92,,43.64,49.01,-59.28,-60.31,0.2,-2.53,-16.73,2.09,-6.48,1.99,-8.51,-4.219
2022-09-09,44.84,84.8,76.5,,91.32,52.13,-54.95,-60.31,10.61,6.98,2.41,3.65,-3.81,4.14,-4.67,0.792
2022-09-10,45.46,84.8,76.5,56.46,89.02,52.13,-54.32,-60.31,1.4,9.43,2.43,3.65,-3.81,4.14,-4.67,0.796
2022-09-11,45.65,84.8,76.5,56.46,68.92,51.83,-54.14,-60.31,0.41,15.56,1.09,4.07,-3.81,4.91,-4.67,0.493
2022-09-12,46.91,85.69,77.47,56.52,68.76,52.55,-52.87,-60.31,2.76,15.97,4.54,3.28,-0.67,4.02,-0.93,1.26
2022-09-13,42.56,81.99,73.48,57.23,112.62,62.02,-57.24,-60.31,-9.27,5.0,-5.72,-1.83,-4.75,-1.93,-6.04,-0.843
2022-09-14,42.45,82.27,74.02,57.02,75.64,62.01,-57.36,-60.31,-0.27,-5.33,-5.39,-2.98,-4.7,-3.24,-5.73,-0.777
2022-09-15,41.31,81.34,72.96,57.07,72.99,62.43,-58.49,-60.31,-2.67,-9.13,-8.79,-4.08,-7.09,-4.62,-8.6,-1.469
2022-09-16,41.46,80.75,72.31,56.97,72.9,58.72,-58.34,-60.31,0.36,-9.17,-2.41,-4.77,-4.54,-5.48,-5.71,-0.219
2022-09-17,42.21,80.75,72.31,57.0,69.31,58.93,-57.6,-60.31,1.8,-10.03,0.43,-5.77,-4.54,-6.67,-5.71,0.367
2022-09-18,40.72,80.75,72.31,57.09,34.8,59.78,-59.09,-60.31,-3.52,-4.32,-1.01,-1.51,-4.54,-1.59,-5.71,0.081
2022-09-19,40.98,81.31,72.86,57.1,36.34,58.51,-58.82,-60.31,0.64,-3.44,-3.71,-1.17,-3.24,-1.58,-4.02,-0.498
2022-09-20,39.61,80.39,72.16,57.13,38.9,59.03,-60.2,-60.31,-3.34,-4.11,-4.58,-1.16,-3.27,-1.1,-3.85,-0.671
2022-09-21,38.89,79.01,70.87,57.07,37.82,59.06,-60.92,-60.92,-1.82,-6.2,-7.49,-2.15,-4.17,-1.99,-5.04,-1.3
2022-09-22,40.71,78.35,69.9,57.21,54.3,61.5,-59.1,-60.92,4.67,-3.55,-3.55,-2.98,-5.27,-3.33,-6.1,-0.412
2022-09-23,40.47,77.0,68.64,57.19,48.29,61.48,-59.34,-60.92,-0.6,-0.63,-3.37,-4.65,-5.89,-5.07,-6.56,-0.376
2022-09-24,39.71,77.0,68.64,57.21,49.18,61.76,-60.1,-60.92,-1.87,-3.11,-4.51,-5.3,-5.89,-5.78,-6.56,-0.604
2022-09-25,39.43,77.0,68.64,57.22,43.07,61.69,-60.39,-60.92,-0.71,-0.47,-5.93,-4.22,-5.89,-4.88,-6.56,-0.895
2022-09-26,40.31,76.2,68.23,57.24,42.29,62.21,-59.5,-60.92,2.24,3.64,-2.98,-3.56,-6.86,-3.72,-7.12,-0.287
2022-09-27,40.08,76.04,68.4,57.24,24.12,59.72,-59.74,-60.92,-0.58,-1.56,1.45,-2.95,-6.68,-2.14,-6.2,0.572
2022-09-28,40.74,77.54,69.8,57.26,27.47,59.42,-59.07,-60.92,1.65,0.67,0.71,0.7,-6.55,1.69,-6.28,0.424
2022-09-29,41.04,75.9,67.82,57.22,20.87,59.46,-58.76,-60.92,0.75,3.36,1.26,-1.43,-9.13,-1.2,-9.48,0.534
2022-09-30,40.75,74.75,66.8,56.31,20.91,45.63,-59.06,-60.92,-0.72,3.35,-9.12,-2.91,-11.84,-2.69,-12.69,-2.285
2022-10-01,40.5,74.75,66.8,56.19,16.83,45.15,-59.31,-60.92,-0.62,0.47,-10.92,-1.9,-11.84,-2.1,-12.69,-2.845
2022-10-02,39.94,74.75,66.8,56.07,19.62,45.12,-59.88,-60.92,-1.39,-0.35,-12.52,-1.69,-11.84,-2.34,-12.69,-3.325
2022-10-03,41.15,76.69,68.31,56.15,27.98,45.39,-58.66,-60.92,3.04,1.01,-12.28,-1.09,-10.51,-2.14,-11.83,-3.231
2022-10-04,42.65,79.03,70.59,56.27,37.37,35.12,-57.15,-60.92,3.63,3.9,0.2,4.13,-3.6,4.09,-3.93,0.234
2022-10-05,42.28,78.87,70.41,56.28,37.75,35.25,-57.53,-60.92,-0.87,3.75,-0.4,5.51,-4.12,5.42,-4.87,0.032
2022-10-06,41.85,78.07,69.94,56.28,38.77,34.12,-57.96,-60.92,-1.02,3.33,1.29,4.43,-4.02,4.71,-4.15,0.613
2022-10-07,40.99,75.88,67.28,56.27,41.2,34.88,-58.82,-60.92,-2.05,2.64,-1.14,1.51,-6.03,0.73,-6.95,-0.23
2022-10-08,40.72,75.88,67.28,56.26,35.0,34.29,-59.09,-60.92,-0.67,-1.05,-3.53,-1.05,-6.03,-1.51,-6.95,-1.095
2022-10-09,40.78,75.88,67.28,56.26,12.54,32.03,-59.03,-60.92,0.15,-4.38,0.14,-3.99,-6.03,-4.69,-6.95,0.203
2022-10-10,40.14,75.31,66.58,56.25,13.42,32.41,-59.67,-60.92,-1.57,-5.06,-2.06,-4.52,-7.37,-5.44,-8.61,-0.618
2022-10-11,39.95,74.82,65.85,56.25,14.0,30.22,-59.86,-60.92,-0.47,-4.53,0.85,-4.16,-6.93,-5.84,-8.74,0.478
2022-10-12,40.17,74.57,65.79,56.08,12.95,29.47,-59.64,-60.92,0.56,-1.99,3.29,-1.72,-5.62,-2.21,-7.16,1.457
2022-10-13,40.65,76.51,67.26,56.09,16.64,24.88,-59.16,-60.92,1.18,-0.17,-0.16,0.83,-2.34,-0.03,-3.77,0.041
2022-10-14,40.23,74.7,65.19,54.81,17.86,25.05,-59.58,-60.92,-1.02,-1.34,-0.58,-1.55,-2.98,-3.11,-5.03,-0.161
2022-10-15,39.99,74.7,65.19,54.81,14.42,24.24,-59.83,-60.92,-0.62,-0.39,0.69,-0.81,-2.98,-2.09,-5.03,0.455
2022-10-16,40.41,74.7,65.19,54.77,15.77,24.32,-59.41,-60.92,1.05,1.14,2.48,-0.16,-2.98,-1.01,-5.03,1.323
2022-10-17,41.0,76.68,67.43,54.67,18.11,23.62,-58.81,-60.92,1.47,2.05,1.71,2.82,0.63,2.48,-1.18,0.972
2022-10-18,40.54,77.56,68.04,54.67,19.26,23.87,-59.27,-60.92,-1.11,-0.25,1.17,1.36,1.99,1.16,-0.53,0.698
2022-10-19,40.14,77.04,67.46,54.67,19.23,23.42,-59.68,-60.92,-1.01,-0.24,-1.48,3.13,-0.64,3.48,-3.36,-0.653
2022-10-20,39.96,76.43,67.04,54.65,18.95,23.26,-59.86,-60.92,-0.45,-0.07,-2.65,2.31,0.7,2.84,-1.14,-1.277
2022-10-21,40.2,78.24,68.59,54.61,17.64,23.29,-59.61,-60.92,0.62,-0.5,-1.33,4.74,4.66,5.22,2.69,-0.582
2022-10-22,40.28,78.24,68.59,54.61,11.9,23.21,-59.53,-60.92,0.19,-1.75,-0.54,2.03,4.66,1.72,2.69,-0.169
2022-10-23,41.03,78.24,68.59,54.65,17.45,23.52,-58.78,-60.92,1.87,1.2,2.75,0.88,4.66,0.81,2.69,1.494
2022-10-24,40.57,79.17,69.18,54.64,18.02,21.38,-59.24,-60.92,-1.13,1.08,-1.42,2.77,3.23,2.55,1.27,-0.7
2022-10-25,42.14,80.46,70.73,54.58,30.07,21.92,-57.66,-60.92,3.88,5.47,-1.18,5.27,1.8,5.5,0.2,-0.549
2022-10-26,43.56,79.86,69.29,54.69,33.49,24.64,-56.24,-60.92,3.36,8.33,3.02,2.07,1.25,1.02,-1.59,1.568
2022-10-27,42.54,79.38,68.17,54.2,43.59,25.82,-57.26,-60.92,-2.33,5.61,1.66,1.45,1.68,-0.62,-2.53,0.885
2022-10-28,43.19,81.33,70.12,54.22,43.29,25.05,-56.61,-60.92,1.53,5.26,5.36,3.95,7.18,2.24,4.22,2.624
2022-10-29,43.66,81.33,70.12,54.23,38.86,24.97,-56.14,-60.92,1.08,7.61,7.22,2.73,7.18,1.37,4.22,3.474
2022-10-30,43.27,81.33,70.12,54.09,35.02,25.32,-56.53,-60.92,-0.88,2.69,6.12,1.09,7.18,-0.86,4.22,2.937
2022-10-31,42.98,80.72,69.4,53.98,24.91,24.67,-56.82,-60.92,-0.68,-1.32,7.08,1.08,7.19,0.16,4.23,3.447
2022-11-01,42.96,80.39,68.79,53.87,16.9,24.54,-56.84,-60.92,-0.05,0.98,7.53,1.28,7.45,0.91,4.46,3.67
2022-11-02,42.27,78.38,66.47,53.84,15.96,25.43,-57.53,-60.92,-1.59,-2.12,5.23,-3.62,5.11,-5.2,1.03,2.528
2022-11-03,42.38,77.55,65.33,53.76,11.47,25.21,-57.42,-60.92,0.25,-2.92,4.27,-4.64,1.36,-6.84,-2.88,2.11
2022-11-04,44.35,78.61,66.16,53.92,38.26,29.06,-55.45,-60.92,4.64,2.48,10.22,-3.35,5.23,-5.65,1.49,4.166
2022-11-05,44.63,78.61,66.16,53.92,36.79,28.79,-55.16,-60.92,0.64,3.84,11.62,-2.62,5.23,-4.67,1.49,4.729
2022-11-06,43.88,78.61,66.16,53.84,40.69,29.71,-55.91,-60.92,-1.67,2.15,8.61,-2.22,5.23,-3.82,1.49,3.481
2022-11-07,43.2,79.37,66.73,51.79,40.56,30.19,-56.59,-60.92,-1.55,2.2,5.38,1.25,3.5,0.38,-1.04,2.228
2022-11-08,38.88,79.81,67.05,52.62,84.97,46.58,-60.94,-60.94,-10.01,-8.26,-4.1,2.91,2.91,2.64,-1.45,-0.849
2022-11-09,33.3,78.15,65.39,54.46,102.43,67.76,-66.54,-66.54,-14.35,-24.9,-17.03,-0.58,1.45,-1.17,-3.06,-2.946
2022-11-10,36.88,82.48,70.2,55.49,152.66,78.69,-62.95,-66.54,10.74,-17.37,-7.7,4.93,7.93,6.1,4.7,-0.83
2022-11-11,35.72,83.25,71.52,55.05,151.99,79.23,-64.11,-66.54,-3.14,-18.6,-11.15,5.9,6.4,8.1,4.27,-1.395
2022-11-12,35.23,83.25,71.52,55.05,152.14,79.26,-64.61,-66.54,-1.38,-18.46,-12.54,4.89,6.4,7.18,4.27,-1.631
2022-11-13,34.29,83.25,71.52,55.06,141.29,79.1,-65.55,-66.54,-2.65,-11.8,-16.42,4.31,6.4,6.66,4.27,-2.321
2022-11-14,34.85,82.5,70.72,55.09,91.01,79.5,-64.99,-66.54,1.62,4.64,-14.1,5.57,4.21,8.14,2.22,-1.894
2022-11-15,35.41,83.22,71.74,55.08,36.27,78.26,-64.43,-66.54,1.6,-3.99,-15.98,0.89,3.44,2.2,1.42,-2.273
2022-11-16,34.96,82.53,70.64,54.4,30.63,76.87,-64.88,-66.54,-1.27,-2.14,-19.74,-0.86,3.35,-1.23,1.94,-3.037
2022-11-17,34.99,82.28,70.39,54.1,29.49,76.77,-64.84,-66.54,0.11,-0.66,-17.74,-1.16,3.66,-1.58,3.26,-2.659
2022-11-18,35.02,82.67,70.4,54.08,19.34,76.37,-64.82,-66.54,0.06,2.11,-18.92,-0.69,1.65,-1.57,0.39,-2.903
2022-11-19,35.04,82.67,70.4,54.08,16.17,76.13,-64.79,-66.54,0.08,0.56,-19.73,0.2,1.65,-0.45,0.39,-3.07
2022-11-20,34.16,82.67,70.4,54.07,18.54,76.32,-65.68,-66.54,-2.51,-3.51,-21.05,-0.66,1.65,-1.87,0.39,-3.319
2022-11-21,33.11,82.35,69.63,53.9,25.33,76.65,-66.74,-66.74,-3.1,-5.29,-22.97,-0.22,2.01,-1.42,0.33,-3.684
2022-11-22,33.95,83.47,70.58,53.97,36.12,77.63,-65.89,-66.74,2.55,-2.98,-20.97,1.44,3.82,0.26,2.6,-3.235
2022-11-23,34.83,83.96,71.28,53.83,42.84,78.58,-65.0,-66.74,2.6,-0.52,-17.6,1.56,7.12,1.25,7.23,-2.556
2022-11-24,34.82,83.96,71.28,53.83,42.82,78.54,-65.02,-66.74,-0.04,-0.64,-17.84,1.56,8.26,1.25,9.11,-2.602
2022-11-25,34.65,83.94,70.91,53.78,37.77,76.02,-65.19,-66.74,-0.5,1.41,-21.87,1.53,6.78,0.72,7.17,-3.498
2022-11-26,34.53,83.94,70.91,53.76,25.09,75.82,-65.31,-66.74,-0.35,4.29,-22.64,1.93,6.78,1.83,7.17,-3.664
2022-11-27,34.48,83.94,70.91,53.73,20.44,75.87,-65.35,-66.74,-0.12,1.57,-21.42,0.56,6.78,0.46,7.17,-3.416
2022-11-28,34.01,82.64,69.79,53.74,8.54,75.85,-65.83,-66.74,-1.38,-2.37,-21.29,-1.57,4.13,-2.09,4.59,-3.39
2022-11-29,34.49,82.51,69.37,53.66,16.04,68.79,-65.35,-66.74,1.4,-0.96,-11.31,-1.73,3.38,-2.67,3.46,-1.748
2022-11-30,36.0,85.06,72.43,53.84,35.72,48.96,-63.83,-66.74,4.4,3.91,8.11,1.34,8.84,2.15,10.77,2.139
2022-12-01,35.58,84.99,72.52,53.78,37.8,31.62,-64.25,-66.74,-1.17,3.05,-3.52,1.25,3.04,2.28,3.31,-1.21
2022-12-02,35.84,84.89,72.39,53.77,37.22,29.79,-64.0,-66.74,0.72,3.92,0.32,1.13,1.97,2.09,1.22,0.27
2022-12-03,35.46,84.89,72.39,53.77,36.07,29.62,-64.38,-66.74,-1.06,4.26,0.65,2.72,1.97,3.73,1.22,0.403
2022-12-04,35.92,84.89,72.39,53.51,35.99,28.22,-63.91,-66.74,1.31,4.17,4.75,2.88,1.97,4.35,1.22,2.11
2022-12-05,35.6,83.37,70.99,53.5,18.29,28.01,-64.24,-66.74,-0.91,-1.13,2.15,-1.99,1.05,-1.99,0.39,1.043
2022-12-06,35.84,82.17,69.57,53.5,16.89,27.57,-64.0,-66.74,0.68,0.72,1.21,-3.32,-1.26,-4.07,-3.02,0.656
2022-12-07,35.33,82.02,69.21,53.51,19.01,27.66,-64.5,-66.74,-1.41,-1.41,1.07,-3.38,-0.63,-4.39,-2.01,0.594
2022-12-08,36.14,82.63,69.99,53.5,24.43,28.71,-63.69,-66.74,2.29,1.92,3.27,-2.66,0.43,-3.31,-0.56,1.482
2022-12-09,35.93,82.03,69.51,53.46,23.61,28.83,-63.9,-66.74,-0.58,0.02,2.61,-3.37,-0.78,-3.99,-1.27,1.208
2022-12-10,35.92,82.03,69.51,53.46,22.23,28.84,-63.91,-66.74,-0.03,0.91,2.5,-1.61,-0.78,-2.09,-1.27,1.163
2022-12-11,35.87,82.03,69.51,53.44,21.86,27.22,-63.97,-66.74,-0.14,0.09,4.99,-0.17,-0.78,-0.09,-1.27,2.276
2022-12-12,36.08,83.2,70.38,53.44,17.82,24.36,-63.75,-66.74,0.6,2.13,8.99,1.44,1.03,1.69,1.08,4.363
2022-12-13,37.29,83.8,71.1,53.53,24.91,25.37,-62.54,-66.74,3.34,3.18,9.83,1.42,0.4,1.58,0.74,4.565
2022-12-14,37.36,83.3,70.56,53.31,23.06,24.15,-62.47,-66.74,0.19,3.98,7.25,1.55,-0.79,1.51,-1.01,3.599
2022-12-15,36.41,81.22,68.28,53.35,33.26,26.11,-63.42,-66.74,-2.53,1.38,4.58,-0.98,-3.27,-1.76,-4.21,2.183
2022-12-16,34.91,80.32,67.62,53.43,46.11,30.11,-64.93,-66.74,-4.13,-2.67,0.76,-2.08,-4.32,-2.72,-4.64,0.445
2022-12-17,35.22,80.32,67.62,53.42,46.59,30.2,-64.62,-66.74,0.89,-2.39,2.01,-3.46,-4.32,-3.93,-4.64,0.934
2022-12-18,35.14,80.32,67.62,53.41,33.31,30.22,-64.69,-66.74,-0.22,-5.76,1.91,-4.16,-4.32,-4.9,-4.64,0.893
2022-12-19,34.47,79.59,66.61,53.09,31.19,30.59,-65.37,-66.74,-1.9,-7.72,1.37,-4.45,-3.69,-5.59,-4.56,0.68
2022-12-20,35.45,79.67,66.62,53.15,42.22,31.75,-64.38,-66.74,2.84,-2.64,2.81,-1.9,-3.44,-2.44,-3.98,1.197
2022-12-21,35.27,80.86,67.64,53.07,28.11,27.78,-64.57,-66.74,-0.53,1.02,-2.04,0.68,-4.94,0.04,-6.62,-0.759
2022-12-22,35.29,79.69,66.17,53.0,27.47,27.5,-64.54,-66.74,0.08,0.21,-0.81,-0.78,-6.24,-2.14,-8.76,-0.222
2022-12-23,35.22,80.16,66.3,52.97,27.46,27.37,-64.61,-66.74,-0.2,0.23,-1.71,-0.2,-5.57,-1.94,-8.41,-0.624
2022-12-24,35.33,80.16,66.3,52.98,21.34,27.16,-64.51,-66.74,0.3,2.48,-0.36,0.71,-5.57,-0.46,-8.41,-0.029
2022-12-25,35.32,80.16,66.3,52.96,4.92,26.73,-64.52,-66.74,-0.03,-0.38,-1.68,0.61,-5.57,-0.47,-8.41,-0.635
2022-12-26,35.48,80.16,66.3,52.87,4.18,26.61,-64.35,-66.74,0.46,0.61,-0.32,-0.87,-3.85,-1.97,-6.6,-0.019
2022-12-27,35.06,79.83,65.39,52.84,10.32,26.8,-64.78,-66.74,-1.2,-0.67,-2.18,0.18,-2.84,-1.17,-6.01,-0.858
2022-12-28,34.71,78.87,64.51,52.85,12.01,26.57,-65.13,-66.74,-0.98,-1.45,-1.75,-1.6,-3.83,-2.71,-6.8,-0.672
2022-12-29,34.9,80.25,66.18,52.82,12.84,25.28,-64.94,-66.74,0.54,-1.22,-3.43,0.12,-2.88,-0.19,-5.45,-1.535
2022-12-30,34.82,80.05,66.11,52.8,12.72,25.23,-65.02,-66.74,-0.24,-1.42,-3.1,-0.14,-2.41,-0.3,-4.89,-1.374
2022-12-31,34.7,80.05,66.11,52.8,10.91,25.24,-65.14,-66.74,-0.33,-2.2,-3.39,-0.14,-2.41,-0.3,-4.89,-1.519
2023-01-01,34.86,80.05,66.11,52.8,10.01,25.33,-64.97,-66.74,0.47,-0.55,-2.8,0.27,-2.41,1.09,-4.89,-1.224
2023-01-02,35.0,80.05,66.11,52.73,6.6,25.26,-64.84,-66.74,0.38,0.82,-3.01,1.49,-3.79,2.48,-6.08,-1.33
2023-01-03,34.98,79.73,65.6,52.44,5.75,21.89,-64.86,-66.74,-0.05,0.23,-6.19,-0.65,-4.86,-0.87,-7.73,-3.394
2023-01-04,35.36,80.33,66.06,52.36,8.68,22.37,-64.47,-66.74,1.1,1.57,-5.35,0.35,-3.56,-0.07,-6.37,-2.836
2023-01-05,35.31,79.39,65.09,52.34,7.92,20.78,-64.53,-66.74,-0.16,1.75,-3.04,-0.82,-2.25,-1.54,-4.67,-1.683
2023-01-06,35.55,81.21,66.76,52.28,8.27,15.01,-64.29,-66.74,0.68,1.97,1.83,1.45,1.11,0.98,-1.27,1.52
2023-01-07,35.56,81.21,66.76,52.24,8.68,14.73,-64.28,-66.74,0.02,1.6,0.95,1.45,1.11,0.98,-1.27,0.842
2023-01-08,35.84,81.21,66.76,52.2,8.5,14.92,-63.99,-66.74,0.8,2.47,1.99,1.86,1.11,1.76,-1.27,1.655
2023-01-09,36.06,81.14,67.17,52.21,6.85,13.11,-63.77,-66.74,0.62,1.98,4.6,1.02,1.95,1.69,0.85,4.185
2023-01-10,36.59,81.71,67.85,52.2,8.12,10.17,-63.24,-66.74,1.45,3.62,3.19,2.92,2.55,4.24,1.85,3.76
2023-01-11,37.61,82.76,69.04,52.01,16.84,13.4,-62.22,-66.74,2.8,5.8,6.64,1.91,2.35,3.43,2.08,5.834
2023-01-12,39.57,83.04,69.48,51.73,30.17,21.58,-60.25,-66.74,5.21,11.29,12.12,2.26,4.21,4.09,5.01,6.478
2023-01-13,41.75,83.37,69.98,52.03,34.82,27.36,-58.05,-66.74,5.51,16.49,18.53,2.67,4.01,4.82,5.54,7.614
2023-01-14,43.99,83.37,69.98,52.31,29.17,31.44,-55.81,-66.74,5.36,21.98,24.51,2.75,4.01,4.17,5.54,8.555
2023-01-15,43.79,83.37,69.98,52.16,40.77,31.66,-56.01,-66.74,-0.46,19.69,23.98,2.04,4.01,3.13,5.54,8.336
2023-01-16,44.39,83.37,69.98,51.02,43.84,31.6,-55.4,-66.74,1.38,18.04,25.12,0.74,4.01,1.35,5.54,8.7
2023-01-17,44.38,83.2,70.08,50.96,45.97,30.79,-55.42,-66.74,-0.04,12.15,26.59,0.2,4.22,0.85,7.17,9.382
2023-01-18,43.38,81.91,69.2,50.57,45.32,32.15,-56.41,-66.74,-2.23,3.91,24.99,-1.76,3.85,-1.1,7.28,8.518
2023-01-19,44.22,81.28,68.54,50.61,26.02,32.22,-55.57,-66.74,1.92,0.53,26.71,-2.51,1.29,-2.05,3.57,9.016
2023-01-20,47.55,82.82,70.36,51.17,57.64,38.61,-52.23,-66.74,7.54,8.6,36.58,-0.66,3.47,0.55,6.44,9.939
2023-01-21,47.77,82.82,70.36,51.1,58.36,38.24,-52.01,-66.74,0.45,7.6,37.65,-0.66,3.47,0.55,6.44,10.282
2023-01-22,47.65,82.82,70.36,50.93,58.74,38.57,-52.13,-66.74,-0.25,7.37,36.66,-0.46,3.47,0.41,6.44,9.967
2023-01-23,48.09,83.81,71.78,50.74,49.71,38.41,-51.68,-66.74,0.94,10.85,37.43,2.31,4.7,3.72,8.58,10.184
2023-01-24,47.47,83.75,71.59,50.72,55.44,39.3,-52.31,-66.74,-1.3,7.35,35.71,3.03,5.04,4.44,9.12,9.573
2023-01-25,48.48,83.73,71.46,50.46,20.37,39.33,-51.3,-66.74,2.13,1.95,37.09,1.1,4.24,1.55,8.17,9.879
2023-01-26,48.3,84.65,72.71,50.15,21.05,39.46,-51.47,-66.74,-0.37,1.12,36.8,2.21,6.63,3.34,11.71,9.784
2023-01-27,48.4,84.86,73.4,50.02,20.64,39.62,-51.38,-66.74,0.2,1.58,36.14,2.47,4.51,4.32,9.96,9.596
2023-01-28,48.3,84.86,73.4,50.01,20.06,39.74,-51.48,-66.74,-0.21,0.42,35.84,1.26,4.51,2.26,9.96,9.501
2023-01-29,49.86,84.86,73.4,50.02,25.35,40.09,-49.91,-66.74,3.23,5.03,39.1,1.33,4.51,2.54,9.96,10.143
2023-01-30,47.9,83.76,71.96,50.01,40.36,44.38,-51.88,-66.74,-3.93,-1.2,32.82,0.04,3.23,0.71,7.13,7.933
2023-01-31,48.52,84.99,73.17,49.99,41.69,44.38,-51.25,-66.74,1.31,0.46,32.63,0.4,4.01,0.63,7.84,7.895
2023-02-01,49.75,85.88,74.63,50.06,45.11,44.28,-50.02,-66.74,2.53,2.79,32.28,1.2,3.77,1.67,8.09,7.838
2023-02-02,49.22,87.14,77.06,50.06,46.44,42.74,-50.55,-66.74,-1.06,1.91,24.39,2.68,4.94,4.98,10.91,6.359
2023-02-03,49.17,86.24,75.84,50.01,39.18,39.72,-50.6,-66.74,-0.1,-1.37,17.78,1.62,3.44,3.31,8.37,5.148
2023-02-04,48.93,86.24,75.84,50.01,23.19,36.31,-50.84,-66.74,-0.5,2.15,11.23,2.95,3.44,5.38,8.37,3.696
2023-02-05,48.14,86.24,75.84,49.99,25.42,36.92,-51.64,-66.74,-1.61,-0.79,9.94,1.47,3.44,3.65,8.37,3.258
2023-02-06,47.73,85.71,75.08,49.37,9.09,37.04,-52.05,-66.74,-0.85,-4.06,7.51,-0.2,2.8,0.6,7.3,2.524
2023-02-07,48.79,86.81,76.51,49.43,22.93,37.55,-50.99,-66.74,2.22,-0.88,9.94,-0.38,4.34,-0.71,9.18,3.21
2023-02-08,48.1,85.85,75.23,49.05,24.48,36.89,-51.67,-66.74,-1.4,-2.17,10.88,-0.45,4.81,-0.8,8.7,3.539
2023-02-09,45.75,85.09,74.46,49.24,40.09,40.94,-54.03,-66.74,-4.88,-6.48,3.47,-1.33,4.68,-1.81,8.64,1.194
